TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef,SourceTableID
6,A,2002,2002,3364OT,Compensation of employees,50.8,6,6
6,A,2002,2002,3364OT,Other transportation equipment,73.0,6,6
6,A,2002,2002,3364OT,Gross operating surplus,20.5,6,6
6,A,2002,2002,337,Compensation of employees,22.5,6,6
6,A,2002,2002,337,Furniture and related products,31.2,6,6
6,A,2002,2002,337,Taxes on production and imports less subsidies,0.3,6,6
6,A,2002,2002,337,Gross operating surplus,8.5,6,6
6,A,2002,2002,339,Taxes on production and imports less subsidies,1.2,6,6
6,A,2002,2002,339,Miscellaneous manufacturing,61.0,6,6
6,A,2002,2002,339,Gross operating surplus,22.7,6,6
6,A,2002,2002,339,Compensation of employees,37.1,6,6
6,A,2002,2002,33DG,Gross operating surplus,259.9,6,6
6,A,2002,2002,33DG,Compensation of employees,552.6,6,6
6,A,2002,2002,33DG,Durable goods,832.8,6,6
6,A,2002,2002,33DG,Taxes on production and imports less subsidies,20.3,6,6
6,A,2002,2002,42,Gross operating surplus,147.8,6,6
6,A,2002,2002,42,Taxes on production and imports less subsidies,135.4,6,6
6,A,2002,2002,42,Compensation of employees,329.1,6,6
6,A,2002,2002,42,Wholesale trade,612.4,6,6
6,A,2002,2002,441,Gross operating surplus,32.9,6,6
6,A,2002,2002,441,Taxes on production and imports less subsidies,29.3,6,6
6,A,2002,2002,441,Motor vehicle and parts dealers,147.0,6,6
6,A,2002,2002,441,Compensation of employees,84.9,6,6
6,A,2002,2002,445,Compensation of employees,69.9,6,6
6,A,2002,2002,445,Gross operating surplus,28.3,6,6
6,A,2002,2002,445,Taxes on production and imports less subsidies,13.0,6,6
6,A,2002,2002,445,Food and beverage stores,111.2,6,6
6,A,2002,2002,44RT,Gross operating surplus,167.7,6,6
6,A,2002,2002,44RT,Taxes on production and imports less subsidies,136.4,6,6
6,A,2002,2002,44RT,Compensation of employees,428.5,6,6
6,A,2002,2002,44RT,Retail trade,732.6,6,6
6,A,2002,2002,452,General merchandise stores,102.6,6,6
6,A,2002,2002,452,Gross operating surplus,13.5,6,6
6,A,2002,2002,452,Taxes on production and imports less subsidies,27.7,6,6
6,A,2002,2002,452,Compensation of employees,61.4,6,6
6,A,2002,2002,481,Compensation of employees,40.8,6,6
6,A,2002,2002,481,Air transportation,52.0,6,6
6,A,2002,2002,481,Gross operating surplus,-1.9,6,6
6,A,2002,2002,481,Taxes on production and imports less subsidies,13.2,6,6
6,A,2002,2002,482,Gross operating surplus,6.3,6,6
6,A,2002,2002,482,Rail transportation,21.7,6,6
6,A,2002,2002,482,Taxes on production and imports less subsidies,-0.6,6,6
6,A,2002,2002,482,Compensation of employees,16.1,6,6
6,A,2002,2002,483,Taxes on production and imports less subsidies,0.2,6,6
6,A,2002,2002,483,Gross operating surplus,3.2,6,6
6,A,2002,2002,483,Compensation of employees,3.7,6,6
6,A,2002,2002,483,Water transportation,7.0,6,6
6,A,2002,2002,484,Taxes on production and imports less subsidies,2.4,6,6
6,A,2002,2002,484,Truck transportation,97.1,6,6
6,A,2002,2002,484,Gross operating surplus,33.6,6,6
6,A,2002,2002,484,Compensation of employees,61.2,6,6
6,A,2002,2002,485,Gross operating surplus,7.5,6,6
6,A,2002,2002,485,Compensation of employees,11.1,6,6
6,A,2002,2002,485,Transit and ground passenger transportation,19.5,6,6
6,A,2002,2002,485,Taxes on production and imports less subsidies,0.9,6,6
6,A,2002,2002,486,Pipeline transportation,10.0,6,6
6,A,2002,2002,486,Taxes on production and imports less subsidies,1.1,6,6
6,A,2002,2002,486,Gross operating surplus,5.2,6,6
6,A,2002,2002,486,Compensation of employees,3.8,6,6
6,A,2002,2002,487OS,Taxes on production and imports less subsidies,1.8,6,6
6,A,2002,2002,487OS,Compensation of employees,49.1,6,6
6,A,2002,2002,487OS,Other transportation and support activities,71.7,6,6
6,A,2002,2002,487OS,Gross operating surplus,20.7,6,6
6,A,2002,2002,48TW,Compensation of employees,206.3,6,6
6,A,2002,2002,48TW,Gross operating surplus,80.0,6,6
6,A,2002,2002,48TW,Transportation and warehousing,305.6,6,6
6,A,2002,2002,48TW,Taxes on production and imports less subsidies,19.4,6,6
6,A,2002,2002,493,Compensation of employees,20.6,6,6
6,A,2002,2002,493,Warehousing and storage,26.6,6,6
6,A,2002,2002,493,Gross operating surplus,5.6,6,6
6,A,2002,2002,493,Taxes on production and imports less subsidies,0.4,6,6
6,A,2002,2002,4A0,Other retail,371.8,6,6
6,A,2002,2002,4A0,Gross operating surplus,93.0,6,6
6,A,2002,2002,4A0,Compensation of employees,212.3,6,6
6,A,2002,2002,4A0,Taxes on production and imports less subsidies,66.5,6,6
6,A,2002,2002,51,Information,550.5,6,6
6,A,2002,2002,51,Compensation of employees,228.4,6,6
6,A,2002,2002,51,Taxes on production and imports less subsidies,44.1,6,6
6,A,2002,2002,51,Gross operating surplus,278.0,6,6
6,A,2002,2002,511,Compensation of employees,66.4,6,6
6,A,2002,2002,511,Gross operating surplus,64.0,6,6
6,A,2002,2002,511,"Publishing industries, except internet (includes software)",133.1,6,6
6,A,2002,2002,511,Taxes on production and imports less subsidies,2.7,6,6
6,A,2002,2002,512,Taxes on production and imports less subsidies,4.5,6,6
6,A,2002,2002,512,Gross operating surplus,45.4,6,6
6,A,2002,2002,512,Compensation of employees,21.7,6,6
6,A,2002,2002,512,Motion picture and sound recording industries,71.7,6,6
6,A,2002,2002,513,Gross operating surplus,141.8,6,6
6,A,2002,2002,513,Broadcasting and telecommunications,280.8,6,6
6,A,2002,2002,513,Compensation of employees,103.6,6,6
6,A,2002,2002,513,Taxes on production and imports less subsidies,35.4,6,6
6,A,2002,2002,514,Taxes on production and imports less subsidies,1.5,6,6
6,A,2002,2002,514,Gross operating surplus,26.8,6,6
6,A,2002,2002,514,"Data processing, internet publishing, and other information services",65.0,6,6
6,A,2002,2002,514,Compensation of employees,36.7,6,6
6,A,2002,2002,52,Taxes on production and imports less subsidies,30.6,6,6
6,A,2002,2002,52,Compensation of employees,443.3,6,6
6,A,2002,2002,52,Finance and insurance,809.1,6,6
6,A,2002,2002,52,Gross operating surplus,335.1,6,6
6,A,2002,2002,521CI,"Federal Reserve banks, credit intermediation, and related activities",380.2,6,6
6,A,2002,2002,521CI,Taxes on production and imports less subsidies,10.3,6,6
6,A,2002,2002,521CI,Gross operating surplus,208.7,6,6
6,A,2002,2002,521CI,Compensation of employees,161.2,6,6
6,A,2002,2002,523,Compensation of employees,134.1,6,6
6,A,2002,2002,523,Taxes on production and imports less subsidies,4.0,6,6
6,A,2002,2002,523,"Securities, commodity contracts, and investments",162.6,6,6
6,A,2002,2002,523,Gross operating surplus,24.5,6,6
6,A,2002,2002,524,Taxes on production and imports less subsidies,15.4,6,6
6,A,2002,2002,524,Insurance carriers and related activities,251.2,6,6
6,A,2002,2002,524,Gross operating surplus,88.9,6,6
6,A,2002,2002,524,Compensation of employees,146.8,6,6
6,A,2002,2002,525,Taxes on production and imports less subsidies,0.9,6,6
6,A,2002,2002,525,Compensation of employees,1.2,6,6
6,A,2002,2002,525,"Funds, trusts, and other financial vehicles",15.0,6,6
6,A,2002,2002,525,Gross operating surplus,13.0,6,6
6,A,2002,2002,53,Taxes on production and imports less subsidies,151.8,6,6
6,A,2002,2002,53,Real estate and rental and leasing,1400.9,6,6
6,A,2002,2002,53,Compensation of employees,86.1,6,6
6,A,2002,2002,53,Gross operating surplus,1163.0,6,6
6,A,2002,2002,531,Compensation of employees,61.1,6,6
6,A,2002,2002,531,Taxes on production and imports less subsidies,141.5,6,6
6,A,2002,2002,531,Real estate,1254.5,6,6
6,A,2002,2002,531,Gross operating surplus,1051.9,6,6
6,A,2002,2002,532RL,Compensation of employees,25.1,6,6
6,A,2002,2002,532RL,Gross operating surplus,111.1,6,6
6,A,2002,2002,532RL,Rental and leasing services and lessors of intangible assets,146.4,6,6
6,A,2002,2002,532RL,Taxes on production and imports less subsidies,10.2,6,6
6,A,2002,2002,54,Compensation of employees,469.2,6,6
6,A,2002,2002,54,"Professional, scientific, and technical services",714.7,6,6
6,A,2002,2002,54,Taxes on production and imports less subsidies,17.9,6,6
6,A,2002,2002,54,Gross operating surplus,227.6,6,6
6,A,2002,2002,5411,Gross operating surplus,56.0,6,6
6,A,2002,2002,5411,Taxes on production and imports less subsidies,8.0,6,6
6,A,2002,2002,5411,Legal services,149.2,6,6
6,A,2002,2002,5411,Compensation of employees,85.2,6,6
6,A,2002,2002,5412OP,Taxes on production and imports less subsidies,7.2,6,6
6,A,2002,2002,5412OP,Gross operating surplus,163.2,6,6
6,A,2002,2002,5412OP,"Miscellaneous professional, scientific, and technical services",455.3,6,6
6,A,2002,2002,5412OP,Compensation of employees,284.8,6,6
6,A,2002,2002,5415,Taxes on production and imports less subsidies,2.7,6,6
6,A,2002,2002,5415,Compensation of employees,99.2,6,6
6,A,2002,2002,5415,Gross operating surplus,8.3,6,6
6,A,2002,2002,5415,Computer systems design and related services,110.2,6,6
6,A,2002,2002,55,Compensation of employees,150.5,6,6
6,A,2002,2002,55,Taxes on production and imports less subsidies,5.5,6,6
6,A,2002,2002,55,Management of companies and enterprises,175.0,6,6
6,A,2002,2002,55,Gross operating surplus,19.0,6,6
6,A,2002,2002,56,Administrative and waste management services,300.2,6,6
6,A,2002,2002,56,Compensation of employees,227.8,6,6
6,A,2002,2002,56,Gross operating surplus,65.7,6,6
6,A,2002,2002,56,Taxes on production and imports less subsidies,6.7,6,6
6,A,2002,2002,561,Compensation of employees,211.9,6,6
6,A,2002,2002,561,Administrative and support services,269.8,6,6
6,A,2002,2002,561,Taxes on production and imports less subsidies,4.9,6,6
6,A,2002,2002,561,Gross operating surplus,53.0,6,6
6,A,2002,2002,562,Gross operating surplus,12.7,6,6
6,A,2002,2002,562,Taxes on production and imports less subsidies,1.8,6,6
6,A,2002,2002,562,Compensation of employees,15.9,6,6
6,A,2002,2002,562,Waste management and remediation services,30.4,6,6
6,A,2002,2002,6,Taxes on production and imports less subsidies,19.5,6,6
6,A,2002,2002,6,"Educational services, health care, and social assistance",807.0,6,6
6,A,2002,2002,6,Compensation of employees,654.8,6,6
6,A,2002,2002,6,Gross operating surplus,132.7,6,6
6,A,2002,2002,61,Educational services,106.5,6,6
6,A,2002,2002,61,Taxes on production and imports less subsidies,4.3,6,6
6,A,2002,2002,61,Gross operating surplus,13.5,6,6
6,A,2002,2002,61,Compensation of employees,88.7,6,6
6,A,2002,2002,62,Health care and social assistance,700.5,6,6
6,A,2002,2002,62,Taxes on production and imports less subsidies,15.2,6,6
6,A,2002,2002,62,Gross operating surplus,119.3,6,6
6,A,2002,2002,62,Compensation of employees,566.1,6,6
6,A,2002,2002,621,Gross operating surplus,77.2,6,6
6,A,2002,2002,621,Ambulatory health care services,334.1,6,6
6,A,2002,2002,621,Compensation of employees,251.8,6,6
6,A,2002,2002,621,Taxes on production and imports less subsidies,5.1,6,6
6,A,2002,2002,622,Taxes on production and imports less subsidies,6.6,6,6
6,A,2002,2002,622,Gross operating surplus,27.4,6,6
6,A,2002,2002,622,Hospitals,225.9,6,6
6,A,2002,2002,622,Compensation of employees,191.9,6,6
6,A,2002,2002,623,Compensation of employees,74.4,6,6
6,A,2002,2002,623,Nursing and residential care facilities,80.8,6,6
6,A,2002,2002,623,Taxes on production and imports less subsidies,2.4,6,6
6,A,2002,2002,623,Gross operating surplus,4.0,6,6
6,A,2002,2002,624,Compensation of employees,48.1,6,6
6,A,2002,2002,624,Taxes on production and imports less subsidies,1.0,6,6
6,A,2002,2002,624,Gross operating surplus,10.6,6,6
6,A,2002,2002,624,Social assistance,59.7,6,6
6,A,2002,2002,7,Compensation of employees,249.3,6,6
6,A,2002,2002,7,Taxes on production and imports less subsidies,49.6,6,6
6,A,2002,2002,7,"Arts, entertainment, recreation, accommodation, and food services",413.5,6,6
6,A,2002,2002,7,Gross operating surplus,114.5,6,6
6,A,2002,2002,71,"Arts, entertainment, and recreation",103.8,6,6
6,A,2002,2002,71,Taxes on production and imports less subsidies,9.9,6,6
6,A,2002,2002,71,Compensation of employees,61.3,6,6
6,A,2002,2002,71,Gross operating surplus,32.5,6,6
6,A,2002,2002,711AS,"Performing arts, spectator sports, museums, and related activities",56.9,6,6
6,A,2002,2002,711AS,Taxes on production and imports less subsidies,4.6,6,6
6,A,2002,2002,711AS,Gross operating surplus,22.8,6,6
6,A,2002,2002,711AS,Compensation of employees,29.6,6,6
6,A,2002,2002,713,Compensation of employees,31.7,6,6
6,A,2002,2002,713,Gross operating surplus,9.8,6,6
6,A,2002,2002,713,"Amusements, gambling, and recreation industries",46.8,6,6
6,A,2002,2002,713,Taxes on production and imports less subsidies,5.4,6,6
6,A,2002,2002,72,Gross operating surplus,82.0,6,6
6,A,2002,2002,72,Taxes on production and imports less subsidies,39.7,6,6
6,A,2002,2002,72,Compensation of employees,188.0,6,6
6,A,2002,2002,72,Accommodation and food services,309.7,6,6
6,A,2002,2002,721,Taxes on production and imports less subsidies,13.0,6,6
6,A,2002,2002,721,Gross operating surplus,29.8,6,6
6,A,2002,2002,721,Accommodation,92.7,6,6
6,A,2002,2002,721,Compensation of employees,49.8,6,6
6,A,2002,2002,722,Gross operating surplus,52.2,6,6
6,A,2002,2002,722,Taxes on production and imports less subsidies,26.7,6,6
6,A,2002,2002,722,Compensation of employees,138.2,6,6
6,A,2002,2002,722,Food services and drinking places,217.0,6,6
6,A,2002,2002,81,Compensation of employees,189.1,6,6
6,A,2002,2002,81,Gross operating surplus,83.0,6,6
6,A,2002,2002,81,Taxes on production and imports less subsidies,12.8,6,6
6,A,2002,2002,81,"Other services, except government",284.9,6,6
6,A,2002,2002,FIRE,Taxes on production and imports less subsidies,182.4,6,6
6,A,2002,2002,FIRE,Compensation of employees,529.4,6,6
6,A,2002,2002,FIRE,"Finance, insurance, real estate, rental, and leasing",2210.0,6,6
6,A,2002,2002,FIRE,Gross operating surplus,1498.2,6,6
6,A,2002,2002,G,Compensation of employees,1185.4,6,6
6,A,2002,2002,G,Taxes on production and imports less subsidies,-14.7,6,6
6,A,2002,2002,G,Gross operating surplus,303.7,6,6
6,A,2002,2002,G,Government,1474.4,6,6
6,A,2002,2002,GDP,Gross operating surplus,4067.1,6,6
6,A,2002,2002,GDP,Compensation of employees,6143.4,6,6
6,A,2002,2002,GDP,Taxes on production and imports less subsidies,718.6,6,6
6,A,2002,2002,GDP,Gross domestic product,10929.1,6,6
6,A,2002,2002,GF,Gross operating surplus,173.6,6,6
6,A,2002,2002,GF,Federal,462.5,6,6
6,A,2002,2002,GF,Compensation of employees,290.7,6,6
6,A,2002,2002,GF,Taxes on production and imports less subsidies,-1.8,6,6
6,A,2002,2002,GFE,Compensation of employees,54.3,6,6
6,A,2002,2002,GFE,Taxes on production and imports less subsidies,-1.8,6,6
6,A,2002,2002,GFE,Government enterprises,64.6,6,6
6,A,2002,2002,GFE,Gross operating surplus,12.1,6,6
6,A,2002,2002,GFG,General government,397.8,6,6
6,A,2002,2002,GFG,Compensation of employees,236.3,6,6
6,A,2002,2002,GFG,Gross operating surplus,161.5,6,6
6,A,2002,2002,GFGD,Gross operating surplus,100.4,6,6
6,A,2002,2002,GFGD,National defense,239.7,6,6
6,A,2002,2002,GFGD,Compensation of employees,139.3,6,6
6,A,2002,2002,GFGN,Compensation of employees,97.0,6,6
6,A,2002,2002,GFGN,Gross operating surplus,61.1,6,6
6,A,2002,2002,GFGN,Nondefense,158.1,6,6
6,A,2002,2002,GSL,Compensation of employees,894.7,6,6
6,A,2002,2002,GSL,Gross operating surplus,130.1,6,6
6,A,2002,2002,GSL,Taxes on production and imports less subsidies,-12.9,6,6
6,A,2002,2002,GSL,State and local,1011.9,6,6
6,A,2002,2002,GSLE,Taxes on production and imports less subsidies,-12.9,6,6
6,A,2002,2002,GSLE,Compensation of employees,65.6,6,6
6,A,2002,2002,GSLE,Government enterprises,81.3,6,6
6,A,2002,2002,GSLE,Gross operating surplus,28.7,6,6
6,A,2002,2002,GSLG,Compensation of employees,829.1,6,6
6,A,2002,2002,GSLG,Gross operating surplus,101.4,6,6
6,A,2002,2002,GSLG,General government,930.6,6,6
6,A,2002,2002,HS,Compensation of employees,11.9,6,6
6,A,2002,2002,HS,Gross operating surplus,890.9,6,6
6,A,2002,2002,HS,Taxes on production and imports less subsidies,127.5,6,6
6,A,2002,2002,HS,Housing,1030.4,6,6
6,A,2002,2002,ICT,Taxes on production and imports less subsidies,43.7,6,6
6,A,2002,2002,ICT,Compensation of employees,346.9,6,6
6,A,2002,2002,ICT,Gross operating surplus,232.0,6,6
6,A,2002,2002,ICT,Information-communications-technology-producing industries <sup>3</sup>,622.6,6,6
6,A,2002,2002,ORE,Gross operating surplus,161.0,6,6
6,A,2002,2002,ORE,Compensation of employees,49.1,6,6
6,A,2002,2002,ORE,Taxes on production and imports less subsidies,14.1,6,6
6,A,2002,2002,ORE,Other real estate,224.1,6,6
6,A,2002,2002,PGOOD,Private goods-producing industries <sup>1</sup>,2170.9,6,6
6,A,2002,2002,PGOOD,Compensation of employees,1241.0,6,6
6,A,2002,2002,PGOOD,Taxes on production and imports less subsidies,67.2,6,6
6,A,2002,2002,PGOOD,Gross operating surplus,862.7,6,6
6,A,2002,2002,PROF,Professional and business services,1189.8,6,6
6,A,2002,2002,PROF,Compensation of employees,847.4,6,6
6,A,2002,2002,PROF,Taxes on production and imports less subsidies,30.2,6,6
6,A,2002,2002,PROF,Gross operating surplus,312.2,6,6
6,A,2002,2002,PSERV,Gross operating surplus,2900.7,6,6
6,A,2002,2002,PSERV,Compensation of employees,3717.0,6,6
6,A,2002,2002,PSERV,Taxes on production and imports less subsidies,666.1,6,6
6,A,2002,2002,PSERV,Private services-producing industries <sup>2</sup>,7283.8,6,6
6,A,2002,2002,PVT,Compensation of employees,4958.0,6,6
6,A,2002,2002,PVT,Private industries,9454.7,6,6
6,A,2002,2002,PVT,Taxes on production and imports less subsidies,733.3,6,6
6,A,2002,2002,PVT,Gross operating surplus,3763.4,6,6
6,A,2003,2003,11,Compensation of employees,31.6,6,6
6,A,2003,2003,11,Gross operating surplus,91.7,6,6
6,A,2003,2003,11,Taxes on production and imports less subsidies,-8.0,6,6
6,A,2003,2003,11,"Agriculture, forestry, fishing, and hunting",115.3,6,6
6,A,2003,2003,111CA,Farms,92.4,6,6
6,A,2003,2003,111CA,Taxes on production and imports less subsidies,-8.9,6,6
6,A,2003,2003,111CA,Compensation of employees,20.5,6,6
6,A,2003,2003,111CA,Gross operating surplus,80.9,6,6
6,A,2003,2003,113FF,"Forestry, fishing, and related activities",22.8,6,6
6,A,2003,2003,113FF,Gross operating surplus,10.8,6,6
6,A,2003,2003,113FF,Compensation of employees,11.2,6,6
6,A,2003,2003,113FF,Taxes on production and imports less subsidies,0.9,6,6
